close_price,date,high_price,low_price,open_price,price_history_id,ticker_symbol,volume
70.5200,2025-05-19,70.5800,70.3300,70.3300,1866,AOS,323907
69.5900,2025-05-20,69.6200,69.4600,69.5400,1867,AOS,191788
67.1000,2025-05-21,67.2000,67.0110,67.0200,1868,AOS,303623
67.3500,2025-05-22,67.5990,67.2850,67.4900,1869,AOS,308295
67.0100,2025-05-23,67.0850,66.8000,67.0200,1870,AOS,256033
68.5690,2025-05-27,68.6700,68.2300,68.3100,1871,AOS,436687
64.2250,2025-05-28,64.2700,63.8000,64.0500,1872,AOS,813069
64.7400,2025-05-29,64.8100,64.5100,64.7500,1873,AOS,498379
64.3100,2025-05-30,64.6400,64.0800,64.5500,1874,AOS,921681
63.0100,2025-06-02,63.2400,62.8900,63.2400,1875,AOS,681392
64.0100,2025-06-03,64.1400,63.8700,64.0250,1876,AOS,374329
64.3000,2025-06-04,64.6300,64.3000,64.5700,1877,AOS,308476
63.7900,2025-06-05,63.9200,63.6400,63.7600,1878,AOS,404319
64.3500,2025-06-06,64.5100,64.3200,64.4300,1879,AOS,321507
64.8300,2025-06-09,65.0200,64.8100,64.9100,1880,AOS,263318
65.7300,2025-06-10,65.8000,65.6700,65.7400,1881,AOS,260734
65.4400,2025-06-11,65.4900,65.2100,65.2600,1882,AOS,273946
64.2000,2025-06-12,64.2200,63.9800,64.1100,1883,AOS,368731
63.8200,2025-06-13,63.8300,63.5700,63.5900,1884,AOS,375907
64.3000,2025-06-16,64.3700,64.1600,64.2200,1885,AOS,280248
63.2200,2025-06-17,63.2800,63.0800,63.1400,1886,AOS,250194
63.0900,2025-06-18,63.2500,63.0000,63.1200,1887,AOS,234886
62.7300,2025-06-20,62.7700,62.2500,62.2500,1888,AOS,440053
64.1350,2025-06-23,64.1500,63.7700,63.8800,1889,AOS,314681
64.9400,2025-06-24,64.9830,64.7750,64.9700,1890,AOS,212954
65.0550,2025-06-25,65.1100,64.8950,65.0850,1891,AOS,287829
64.6600,2025-06-26,64.7350,64.4700,64.6100,1892,AOS,208526
65.6400,2025-06-27,65.6900,65.1800,65.2450,1893,AOS,412110
65.5650,2025-06-30,65.7900,65.5500,65.6200,1894,AOS,283493
67.7600,2025-07-01,67.9300,67.6400,67.9200,1895,AOS,178289
68.0900,2025-07-02,68.1200,67.8700,67.8950,1896,AOS,269658
67.8550,2025-07-03,67.9550,67.7600,67.8000,1897,AOS,84252
68.0700,2025-07-07,68.1100,67.8700,67.9266,1898,AOS,346646
68.4500,2025-07-08,68.6200,68.3750,68.5150,1899,AOS,292556
69.4800,2025-07-09,69.6550,69.3750,69.4200,1900,AOS,268605
70.4500,2025-07-10,71.0000,70.3900,70.9600,1901,AOS,356218
69.0600,2025-07-11,69.3300,69.0600,69.2850,1902,AOS,207739
68.8400,2025-07-14,68.9699,68.8200,68.9200,1903,AOS,212395
67.2300,2025-07-15,67.5900,67.1600,67.5700,1904,AOS,233746
68.0500,2025-07-16,68.0850,67.8000,67.9700,1905,AOS,423171
70.7500,2025-07-17,70.7950,70.5300,70.5300,1906,AOS,456028
70.3100,2025-07-18,70.3400,69.9000,70.0400,1907,AOS,439235
69.0700,2025-07-21,69.3200,69.0300,69.3000,1908,AOS,420603
71.0900,2025-07-22,71.1500,70.8600,70.9250,1909,AOS,358641
71.3100,2025-07-23,71.5400,71.2400,71.2500,1910,AOS,352247
73.9700,2025-07-24,74.6800,73.9300,74.6800,1911,AOS,721290
72.0500,2025-07-25,72.2350,71.8700,71.9100,1912,AOS,414854
71.0350,2025-07-28,71.1950,70.9300,71.1600,1913,AOS,369356
71.6500,2025-07-29,71.7200,71.3800,71.4900,1914,AOS,325388
70.8400,2025-07-30,70.8750,70.3175,70.5200,1915,AOS,335883
70.8000,2025-07-31,70.9900,70.7100,70.7500,1916,AOS,382878
70.4300,2025-08-01,70.5700,70.2400,70.5700,1917,AOS,333140
70.3300,2025-08-04,70.3900,70.2700,70.3300,1918,AOS,166386
70.3000,2025-08-05,70.3500,70.0000,70.0300,1919,AOS,253256
70.5700,2025-08-06,70.8300,70.5400,70.8000,1920,AOS,224841
70.6400,2025-08-07,70.6600,70.3800,70.5000,1921,AOS,176007
70.8400,2025-08-08,70.8400,70.6200,70.7300,1922,AOS,374715
70.5300,2025-08-11,70.5600,70.3700,70.4500,1923,AOS,151394
71.3500,2025-08-12,71.4200,71.1000,71.1100,1924,AOS,276732
73.6600,2025-08-13,73.8100,73.6100,73.6100,1925,AOS,260410
72.5200,2025-08-14,72.5800,72.3200,72.3900,1926,AOS,230045
72.2200,2025-08-15,72.3300,72.0900,72.2900,1927,AOS,226425
72.1600,2025-08-18,72.3550,72.1050,72.1900,1928,AOS,205755
72.8200,2025-08-19,72.8925,72.7600,72.8850,1929,AOS,145528
71.8700,2025-08-20,72.1500,71.8450,72.1500,1930,AOS,188514
71.7400,2025-08-21,71.8400,71.6500,71.8300,1931,AOS,99090
73.6100,2025-08-22,73.6600,73.4900,73.4900,1932,AOS,129655
72.5300,2025-08-25,72.6600,72.4000,72.4400,1933,AOS,138026
72.3600,2025-08-26,72.5300,72.2100,72.4750,1934,AOS,258477
72.3900,2025-08-27,72.6000,72.3900,72.4200,1935,AOS,263943
71.6100,2025-08-28,71.7700,71.4500,71.5900,1936,AOS,254515
71.2900,2025-08-29,71.4200,71.0200,71.1300,1937,AOS,234331
70.3600,2025-09-02,70.5800,70.3000,70.5350,1938,AOS,262006
70.7800,2025-09-03,70.8100,70.5200,70.5200,1939,AOS,350323
72.6400,2025-09-04,72.6400,72.2300,72.2700,1940,AOS,283738
73.7000,2025-09-05,73.7200,73.3600,73.4700,1941,AOS,350750
73.9600,2025-09-08,73.9700,73.5400,73.6000,1942,AOS,234342
72.0000,2025-09-09,72.1600,71.8100,71.8900,1943,AOS,241559
72.4900,2025-09-10,72.5400,72.3600,72.3600,1944,AOS,310626
74.3000,2025-09-11,74.4100,73.8300,73.8400,1945,AOS,306117
72.5500,2025-09-12,72.9600,72.5300,72.9400,1946,AOS,205254
73.2700,2025-09-15,73.4300,72.9700,73.1150,1947,AOS,196198
73.6050,2025-09-16,73.7100,73.2100,73.3400,1948,AOS,208952
73.1500,2025-09-17,73.3600,72.9150,73.0500,1949,AOS,207136
73.0600,2025-09-18,73.2600,72.9700,73.0950,1950,AOS,212857
73.0900,2025-09-19,73.3850,72.9800,73.1900,1951,AOS,278085
72.2600,2025-09-22,72.5100,72.2600,72.3400,1952,AOS,205426
72.1700,2025-09-23,72.3200,71.8300,71.8500,1953,AOS,149939
71.9700,2025-09-24,72.2300,71.9600,72.1650,1954,AOS,142215
71.4000,2025-09-25,71.5350,71.2261,71.2300,1955,AOS,161838
72.4500,2025-09-26,72.5500,72.2500,72.2700,1956,AOS,140301
72.7450,2025-09-29,72.9800,72.6600,72.9600,1957,AOS,189746
73.4200,2025-09-30,73.5600,73.3200,73.3800,1958,AOS,203755
73.1000,2025-10-01,73.2800,73.0700,73.2000,1959,AOS,245219
73.5400,2025-10-02,73.6150,73.3500,73.5600,1960,AOS,207251
73.3300,2025-10-03,73.5600,73.3000,73.4800,1961,AOS,127705
72.4200,2025-10-06,72.6700,72.2950,72.3200,1962,AOS,161537
71.3900,2025-10-07,71.6100,71.3700,71.4000,1963,AOS,179194
71.0700,2025-10-08,71.1900,70.9200,70.9800,1964,AOS,153225
69.7300,2025-10-09,70.0500,69.7200,69.8200,1965,AOS,203803
67.7400,2025-10-10,68.2400,67.6700,67.9200,1966,AOS,278063
67.6850,2025-10-13,67.8600,67.6600,67.8100,1967,AOS,213323
68.8400,2025-10-14,69.0400,68.5400,69.0000,1968,AOS,262388
69.2200,2025-10-15,69.3550,69.0900,69.2200,1969,AOS,325192
69.3600,2025-10-16,69.4800,69.2500,69.2900,1970,AOS,244206
69.7100,2025-10-17,69.8600,69.5900,69.6200,1971,AOS,251696
69.8100,2025-10-20,69.9900,69.8000,69.8700,1972,AOS,238149
71.0100,2025-10-21,71.0310,70.6525,70.7000,1973,AOS,337629
68.2100,2025-10-22,68.6000,68.1200,68.2700,1974,AOS,321199
69.0400,2025-10-23,69.3550,68.9700,69.0450,1975,AOS,168934
68.9000,2025-10-24,69.1000,68.8800,68.9800,1976,AOS,323743
68.6100,2025-10-27,68.7800,68.5700,68.5900,1977,AOS,364127
66.8400,2025-10-28,67.3900,66.7600,67.2900,1978,AOS,540474
65.6100,2025-10-29,65.7000,65.0600,65.2000,1979,AOS,407741
66.7100,2025-10-30,66.8400,66.6300,66.7000,1980,AOS,356233
66.0000,2025-10-31,66.1400,65.8820,66.1020,1981,AOS,364397
65.6700,2025-11-03,65.7700,65.5100,65.5600,1982,AOS,298595
65.1600,2025-11-04,65.3500,65.1100,65.2900,1983,AOS,265184
66.0400,2025-11-05,66.1900,65.9800,66.0175,1984,AOS,261218
65.6000,2025-11-06,65.8800,65.5750,65.7500,1985,AOS,262430
66.2700,2025-11-07,66.2700,65.9400,65.9700,1986,AOS,214100
66.1700,2025-11-10,66.3400,66.1250,66.2250,1987,AOS,194290
65.7800,2025-11-11,65.9100,65.7100,65.7350,1988,AOS,229607
